Employee_ID,Gender,Age,Education_Level,Relationship_Status,Hometown,Unit,Decision_skill_possess,Time_of_service,Time_since_Salary_Increment,Distance_from_Home,Travel_Rate,Workload_Index,Pay_Scale,Compensation_and_Benefits,Post_Level,Growth_Rate,VAR2,VAR3,VAR4,Yearly_Trainings,Weekly_Over_Time,Work_Life_Balance,Attrition_rate,,,,,
EID_4318,F,57,4,Married,Lebanon,R&D,Analytical,24,1,37,0,4,8,type3,1,3,0.7516,0.7075,1,4,5,2,0.7682,,,,,
EID_12808,M,38,3,Married,Franklin,Quality,Directive,12,3,62,2,2,7,type2,2,3,1.6081,0.7075,2,4,7,3,0.1075,,,,,
EID_5052,F,48,3,Single,Lebanon,Human Resource Management,Analytical,14,3,63,0,2,7,type2,1,3,-0.1048,0.7075,2,3,8,4,0.0804,,,,,
EID_3495,F,59,4,Single,Lebanon,R&D,Behavioral,26,2,46,0,3,2,type2,1,3,-0.1048,1.8688,1,3,8,4,0.0821,,,,,
EID_9680,F,59,4,Married,Lebanon,Logistics,Directive,36,2,55,1,3,7,type2,3,3,-0.1048,0.7075,2,4,7,5,0.1678,,,,,
EID_25338,M,60,4,Single,Lebanon,IT,Directive,20,3,32,0,3,7,type4,1,5,-0.9612,-1.615,2,3,7,3,0.0139,,,,,
EID_1324,M,61,5,Married,Washington,Purchasing,Directive,32,1,67,1,5,6,type2,1,4,0.7516,-0.4537,2,2,8,5,0.0339,,,,,
EID_3968,F,49,4,Married,Washington,Human Resource Management,Analytical,10,3,60,0,3,8,type2,3,3,0.7516,0.7075,2,3,6,3,0.0979,,,,,
EID_10006,M,37,3,Married,Franklin,Sales,Conceptual,9,2,21,1,3,4,type3,1,3,-0.9612,-0.4537,2,2,8,3,0.0312,,,,,
EID_9806,F,61,4,Married,Franklin,IT,Conceptual,36,2,45,0,3,8,type2,2,3,1.6081,-0.4537,2,3,5,5,0.6918,,,,,
EID_4097,M,49,2,Single,Washington,Quality,Conceptual,25,4,38,0,5,5,type3,5,4,-1.8176,-0.4537,,3,7,3,0.1213,,,,,
EID_1665,F,56,4,Single,Springfield,R&D,Conceptual,25,2,52,1,4,8,type2,3,3,-0.9612,-2.7762,2,2,5,1,0.2373,,,,,
EID_6919,F,43,4,Single,Lebanon,Accounting and Finance,Conceptual,12,2,52,0,2,5,type3,1,3,1.6081,0.7075,2,4,8,2,0.2673,,,,,
EID_3892,F,53,3,Single,Lebanon,Purchasing,Analytical,25,4,71,1,3,8,type2,3,3,-0.9612,1.8688,2,3,8,3,0.4845,,,,,
EID_4630,M,63,3,Married,Lebanon,IT,Conceptual,25,1,62,1,1,4,type2,3,4,-1.8176,0.7075,2,4,9,5,0.1044,,,,,
EID_20732,F,52,4,Married,Springfield,R&D,Directive,19,4,59,1,4,8,type3,3,3,0.7516,-0.4537,2,4,5,3,0.0624,,,,,
EID_6633,M,48,3,Married,Springfield,IT,Analytical,13,1,60,0,2,2,type2,1,4,-0.1048,-0.4537,2,3,5,5,0.0843,,,,,
EID_21325,F,27,3,Married,Springfield,Quality,Behavioral,5,3,52,1,1,8,type2,4,3,-1.8176,-0.4537,2,5,6,3,0.219,,,,,
EID_9454,M,47,4,Married,Lebanon,R&D,Directive,18,2,42,0,5,7,type2,3,3,-0.9612,1.8688,,3,6,2,0.5405,,,,,
EID_15228,F,27,5,Married,Franklin,IT,Analytical,4,1,71,1,3,1,type2,1,3,0.7516,1.8688,2,2,9,3,0.1714,,,,,
EID_6347,F,48,3,Married,Franklin,Logistics,Analytical,14,2,65,1,5,8,type2,1,1,1.6081,0.7075,3,4,8,3,0.1555,,,,,
EID_16603,F,28,4,Married,Franklin,Security,Directive,6,1,47,0,1,5,type3,1,5,-0.1048,-0.4537,2,4,6,4,0.1135,,,,,
EID_23348,F,42,4,Married,Lebanon,Security,Conceptual,15,1,62,1,4,9,type3,1,4,0.7516,-0.4537,2,3,7,2,0.0779,,,,,
EID_9149,M,38,5,Single,Springfield,IT,Conceptual,15,3,34,0,2,8,type2,1,1,,-0.4537,2,3,9,5,0.0731,,,,,
EID_16804,F,27,4,Married,Springfield,R&D,Conceptual,5,3,56,2,4,3,type2,3,3,-0.9612,-0.4537,2,5,8,2,0.1986,,,,,
EID_3160,F,51,3,Single,Franklin,Logistics,Directive,21,2,39,0,3,4,type2,3,2,0.7516,1.8688,2,5,8,3,0.0888,,,,,
EID_24246,M,28,3,Single,Lebanon,IT,Directive,4,3,67,1,2,6,type2,2,4,,-0.4537,2,2,8,3,0.1685,,,,,
EID_14118,M,29,3,Married,Franklin,IT,Conceptual,7,3,62,1,2,7,type3,4,3,,-0.4537,,1,8,4,0.0723,,,,,
EID_25203,M,27,4,Single,Lebanon,Logistics,Analytical,4,4,42,0,1,8,type2,4,3,0.7516,0.7075,2,2,8,2,0.0861,,,,,
EID_16256,F,29,3,Married,Franklin,R&D,Directive,6,4,63,2,3,5,type2,2,4,-0.1048,-0.4537,2,3,8,1,0.1729,,,,,
EID_21345,F,50,3,Single,Washington,Operarions,Behavioral,20,0,66,1,2,7,type2,2,4,,-1.615,2,3,5,2,0.1694,,,,,
EID_12094,M,40,4,Married,Springfield,Purchasing,Analytical,12,3,52,1,4,4,type2,1,3,0.7516,-0.4537,2,5,8,4,0.0251,,,,,
EID_10308,M,45,3,Married,Washington,Sales,Behavioral,20,4,31,0,4,10,type3,4,4,0.7516,0.7075,2,3,9,4,0.0066,,,,,
EID_25144,M,28,3,Married,Washington,Sales,Directive,4,1,40,1,2,2,type3,3,4,-0.1048,-0.4537,2,3,8,3,0.0982,,,,,
EID_20793,F,35,3,Married,Springfield,Sales,Behavioral,10,1,65,0,1,2,type2,4,3,-0.1048,0.7075,2,2,5,5,0.0643,,,,,
EID_2395,M,57,3,Married,Springfield,Sales,Analytical,31,3,26,1,2,4,type2,4,3,-0.1048,-0.4537,2,3,9,4,0.0429,,,,,
EID_10743,F,43,3,Single,Springfield,Operarions,Behavioral,12,3,66,0,3,8,type3,1,3,-0.9612,0.7075,2,3,5,1,0.2568,,,,,
EID_2126,M,63,4,Single,Washington,Sales,Conceptual,33,2,65,0,5,4,type3,4,3,-1.8176,0.7075,3,3,5,3,0.1219,,,,,
EID_10257,F,40,3,Married,Lebanon,Human Resource Management,Analytical,12,3,33,1,3,7,type4,2,3,0.7516,1.8688,3,2,7,5,0.1963,,,,,
EID_16562,M,25,4,Single,Lebanon,Sales,Analytical,6,2,69,0,1,5,type0,1,3,-1.8176,-0.4537,,2,6,3,0.8376,,,,,
EID_9700,M,46,3,Married,Lebanon,IT,Behavioral,15,4,60,1,1,5,type2,1,4,1.6081,0.7075,1,3,8,2,0.1843,,,,,
EID_23043,F,52,5,Married,Franklin,Operarions,Directive,27,3,67,0,5,8,type2,3,4,-0.9612,-0.4537,1,1,5,3,0.2212,,,,,
EID_3708,M,64,5,Single,Franklin,Logistics,Behavioral,39,3,73,1,4,4,type2,4,4,-0.9612,0.7075,2,3,8,3,0.0555,,,,,
EID_7408,M,51,4,Married,Springfield,IT,Analytical,28,3,31,2,3,4,type2,3,5,,1.8688,2,3,9,3,0.1844,,,,,
EID_23111,F,35,3,Married,Clinton,Operarions,Conceptual,6,1,27,2,4,9,type3,3,2,,0.7075,2,4,6,3,0.2142,,,,,
EID_14520,F,33,1,Single,Washington,Operarions,Directive,5,3,70,1,3,5,type2,2,3,0.7516,0.7075,2,3,8,3,0.1986,,,,,
EID_14025,F,30,1,Married,Clinton,Sales,Directive,8,2,27,0,3,6,type3,4,3,0.7516,0.7075,2,2,8,3,0.0691,,,,,
EID_11513,M,32,3,Married,Clinton,IT,Conceptual,6,2,28,0,2,4,type2,4,2,0.7516,-0.4537,2,3,7,3,0.2976,,,,,
EID_11928,M,40,1,Single,Washington,Operarions,Analytical,11,1,72,1,4,7,type3,3,3,0.7516,-0.4537,1,3,5,3,0.092,,,,,
EID_9367,F,,1,Single,Springfield,Purchasing,Directive,27,1,26,1,4,7,type3,3,3,,0.7075,1,2,8,3,0.0767,,,,,
EID_15549,F,23,3,Single,Lebanon,Purchasing,Behavioral,4,3,52,0,3,6,type3,1,3,-0.1048,-0.4537,2,3,9,2,0.1945,,,,,
EID_22787,F,52,4,Married,Springfield,Purchasing,Analytical,27,4,51,0,4,4,type3,4,2,1.6081,-1.615,2,3,8,3,0.1228,,,,,
EID_25879,F,28,3,Married,Franklin,IT,Behavioral,5,4,50,1,1,6,type2,3,2,-1.8176,-0.4537,1,4,5,3,0.128,,,,,
EID_20096,M,28,4,Married,Clinton,Logistics,Conceptual,5,1,31,0,4,5,type2,4,2,-0.9612,0.7075,,4,9,4,0.6892,,,,,
EID_14017,F,,2,Single,Washington,IT,Conceptual,4,2,29,1,2,5,type2,1,3,0.7516,-0.4537,1,4,7,3,0.113,,,,,
EID_6010,F,65,4,Married,Springfield,R&D,Analytical,33,2,40,1,3,5,type2,3,3,0.7516,1.8688,2,5,7,4,0.1412,,,,,
EID_17696,M,21,4,Single,Washington,Marketing,Behavioral,2,1,65,1,2,4,type3,3,3,,0.7075,2,4,8,5,0.2978,,,,,
EID_18069,F,24,3,Married,Franklin,Logistics,Behavioral,5,4,53,1,4,1,type3,2,3,-0.9612,-0.4537,2,3,8,4,0.177,,,,,
EID_3637,F,59,5,Married,Springfield,R&D,Behavioral,33,4,52,1,1,6,type2,2,4,-0.1048,0.7075,1,3,8,3,0.098,,,,,
EID_13361,F,31,2,Married,Lebanon,Production,Behavioral,5,4,42,0,2,6,type4,2,4,0.7516,-0.4537,2,2,5,3,0.5725,,,,,
EID_19250,M,21,2,Married,Springfield,IT,Behavioral,2,2,20,1,3,9,type2,3,5,-0.9612,1.8688,1,3,5,3,0.0305,,,,,
EID_10822,F,38,1,Married,Lebanon,Logistics,Conceptual,13,3,69,0,3,4,type3,1,1,0.7516,0.7075,2,3,8,3,0.2942,,,,,
EID_17710,M,23,4,Married,Franklin,Sales,Directive,4,1,44,0,2,8,type2,3,2,0.7516,1.8688,2,3,8,4,0.0366,,,,,
EID_2732,M,56,4,Single,Clinton,R&D,Conceptual,20,4,31,0,1,6,type2,4,4,-0.9612,-0.4537,2,4,9,3,0.5819,,,,,
EID_12447,F,39,1,Married,Springfield,Operarions,Directive,10,2,31,1,3,6,type3,2,3,-1.8176,-0.4537,2,3,7,3,0.0768,,,,,
EID_18701,F,22,1,Single,Springfield,Production,Analytical,3,3,30,2,3,8,type2,1,3,1.6081,0.7075,,4,7,5,0.1294,,,,,
EID_18129,M,24,2,Married,Clinton,Sales,Directive,5,4,74,1,3,5,type2,1,3,-0.9612,0.7075,2,4,8,3,0.0119,,,,,
EID_3395,F,50,3,Married,Springfield,R&D,Behavioral,25,2,61,1,2,8,type3,1,4,0.7516,-0.4537,2,3,5,3,0.0702,,,,,
EID_16527,M,22,1,Single,Franklin,Sales,Analytical,3,2,69,1,4,5,type3,2,3,0.7516,-0.4537,,3,7,3,0.0374,,,,,
EID_8022,F,59,1,Married,Springfield,R&D,Conceptual,33,2,63,1,1,3,type2,4,3,0.7516,-0.4537,2,3,7,5,0.0084,,,,,
EID_15362,M,31,3,Single,Springfield,IT,Analytical,3,2,59,1,3,7,type2,3,3,1.6081,-0.4537,2,4,8,3,0.003,,,,,
EID_18507,F,20,2,Married,Washington,Logistics,Directive,1,1,73,0,3,1,type3,1,3,-1.8176,0.7075,2,4,7,2,0.1323,,,,,
EID_11338,F,42,4,Married,Lebanon,IT,Behavioral,18,1,37,0,3,5,type3,1,3,0.7516,-0.4537,2,4,8,3,0.04,,,,,
EID_15540,F,23,1,Married,Springfield,Operarions,Conceptual,4,2,68,2,1,7,type3,2,1,0.7516,-1.615,2,1,8,3,0.0241,,,,,
EID_15127,F,51,4,Married,Lebanon,R&D,Conceptual,6,2,74,1,2,5,type3,3,3,-1.8176,-0.4537,2,4,9,3,0.0064,,,,,
EID_19390,F,19,4,Married,Springfield,Operarions,Behavioral,0,0,31,1,2,4,type3,1,3,-0.1048,1.8688,2,3,8,3,0.1788,,,,,
EID_1752,M,55,3,Married,Franklin,Sales,Behavioral,33,1,23,0,2,8,type2,2,3,-1.8176,-0.4537,,2,9,4,0.0697,,,,,
EID_24730,M,52,3,Married,Washington,Logistics,Behavioral,29,1,43,2,1,8,type3,2,4,0.7516,-0.4537,2,3,8,4,0.0335,,,,,
EID_12052,F,37,3,Single,Washington,Purchasing,Behavioral,13,3,56,1,3,9,type3,2,3,0.7516,-0.4537,2,4,7,4,0.0373,,,,,
EID_14769,M,33,5,Married,Springfield,Accounting and Finance,Conceptual,9,4,55,0,1,8,type2,1,3,0.7516,-0.4537,,3,9,5,0.1142,,,,,
EID_3999,F,58,4,Single,Washington,Accounting and Finance,Behavioral,19,4,67,1,1,5,type2,1,3,-0.1048,-0.4537,1,2,7,3,0.2174,,,,,
EID_4589,F,60,4,Single,Lebanon,Security,Conceptual,20,2,65,2,3,8,type2,2,4,-0.9612,-0.4537,2,1,5,3,0.0215,,,,,
EID_4439,F,60,3,Single,Lebanon,Production,Analytical,41,1,42,1,4,5,type3,3,3,0.7516,0.7075,2,2,9,1,0.1097,,,,,
EID_6842,F,60,5,Married,Clinton,Operarions,Directive,34,1,52,2,3,5,type3,2,3,0.7516,-0.4537,2,2,7,4,0.646,,,,,
EID_25685,F,35,1,Married,Springfield,IT,Conceptual,13,3,28,1,3,8,type2,4,3,0.7516,-0.4537,1,2,7,3,0.0216,,,,,
EID_15399,M,24,4,Single,Lebanon,Logistics,Conceptual,5,2,33,0,3,4,type3,3,4,-0.1048,-0.4537,2,3,7,4,0.1441,,,,,
EID_1352,M,57,3,Married,Washington,Logistics,Conceptual,34,1,55,1,2,1,type2,3,3,0.7516,-0.4537,,2,6,5,0.1426,,,,,
EID_21164,M,52,4,Married,Springfield,IT,Conceptual,19,2,70,0,3,5,type3,1,3,-0.9612,-0.4537,2,1,8,4,0.0201,,,,,
EID_13035,F,28,4,Married,Washington,Sales,Analytical,6,1,34,0,1,7,type3,1,2,-0.9612,-2.7762,2,2,6,3,0.2507,,,,,
EID_17635,M,23,1,Single,Lebanon,Accounting and Finance,Conceptual,4,4,27,0,2,6,type3,3,3,0.7516,1.8688,,2,8,5,0.0111,,,,,
EID_5309,M,46,3,Married,Franklin,Operarions,Behavioral,11,1,67,2,2,6,type3,1,3,-0.9612,-0.4537,2,1,7,3,0.1257,,,,,
EID_11465,M,42,3,Married,Franklin,R&D,Directive,7,2,45,1,1,9,type3,2,3,0.7516,-0.4537,,3,6,4,0.2404,,,,,
EID_19364,F,21,4,Married,Franklin,Purchasing,Analytical,2,2,73,1,1,8,type3,1,4,0.7516,1.8688,,3,6,4,0.136,,,,,
EID_19833,F,45,5,Single,Clinton,R&D,Behavioral,17,4,72,0,4,2,type3,3,3,0.7516,-0.4537,2,2,8,3,0.0003,,,,,
EID_1671,M,56,3,Married,Springfield,Accounting and Finance,Directive,19,2,62,1,3,6,type3,2,1,-0.9612,1.8688,2,3,8,3,0.2268,,,,,
EID_16749,M,35,5,Single,Lebanon,Logistics,Behavioral,3,3,57,0,2,6,type2,3,3,-0.1048,-0.4537,2,4,8,2,0.0728,,,,,
EID_1571,F,56,4,Single,Lebanon,R&D,Analytical,34,2,61,1,3,8,type3,2,2,0.7516,0.7075,2,4,8,3,0.1462,,,,,
EID_19871,F,26,2,Married,Springfield,Purchasing,Directive,3,1,67,1,2,5,type2,3,2,0.7516,0.7075,2,3,6,3,0.0228,,,,,
EID_18893,M,21,3,Married,Franklin,Operarions,Directive,2,2,24,2,5,4,type3,3,5,-0.9612,1.8688,2,3,8,3,0.6087,,,,,
EID_17960,F,22,1,Married,Springfield,R&D,Behavioral,2,1,60,2,3,4,type2,3,5,0.7516,0.7075,2,3,6,3,0.0882,,,,,
EID_2915,M,61,1,Married,Springfield,Sales,Conceptual,39,4,74,2,2,8,type3,3,3,0.7516,-0.4537,2,2,6,4,0.1449,,,,,
EID_23259,M,30,3,Single,Franklin,Quality,Directive,7,3,57,0,3,5,type2,4,3,-0.1048,-0.4537,2,3,5,3,0.3899,,,,,
EID_10094,F,45,3,Married,Springfield,Accounting and Finance,Analytical,11,1,60,1,3,8,type2,2,5,0.7516,-0.4537,3,2,8,3,0.213,,,,,
EID_2060,F,58,1,Married,Washington,IT,Conceptual,32,3,37,0,3,5,type3,3,1,0.7516,0.7075,2,4,6,3,0.0934,,,,,
EID_15942,M,30,3,Married,Washington,Sales,Behavioral,7,2,71,0,2,7,type2,5,3,0.7516,-2.7762,1,4,7,3,0.0126,,,,,
EID_23563,F,35,1,Married,Lebanon,Logistics,Behavioral,7,2,34,0,2,6,type2,1,3,-1.8176,0.7075,,2,8,5,0.5712,,,,,
EID_6245,F,63,5,Single,Washington,IT,Analytical,30,1,36,0,3,4,type2,2,2,-0.1048,1.8688,2,3,7,3,0.0385,,,,,
EID_21029,F,42,3,Married,Washington,IT,Conceptual,18,4,25,1,3,3,type3,1,3,-0.1048,-0.4537,2,3,7,3,0.0647,,,,,
EID_19613,F,45,3,Married,Springfield,Purchasing,Conceptual,17,3,64,0,1,4,type4,3,3,0.7516,-0.4537,2,4,9,1,0.1922,,,,,
EID_1523,M,56,4,Married,Franklin,IT,Behavioral,25,4,71,2,4,7,type2,3,3,-0.1048,-0.4537,2,4,6,4,0.2189,,,,,
EID_23944,M,47,4,Single,Springfield,R&D,Analytical,11,2,32,0,3,5,type3,3,1,-1.8176,-0.4537,2,3,6,3,0.5899,,,,,
EID_11840,M,31,4,Single,Washington,Accounting and Finance,Directive,3,1,35,1,4,6,type2,1,5,0.7516,0.7075,1,5,8,5,0.1996,,,,,
EID_4295,F,64,3,Married,Lebanon,Operarions,Behavioral,28,4,74,0,3,5,type3,2,3,,0.7075,2,3,8,3,0.1761,,,,,
EID_9568,M,46,2,Married,Franklin,Operarions,Behavioral,20,3,71,1,2,2,type2,2,3,-0.1048,0.7075,2,2,8,3,0.1287,,,,,
EID_10706,F,34,3,Single,Springfield,Operarions,Behavioral,11,3,62,1,2,7,type3,1,3,,-0.4537,1,2,5,3,0.0058,,,,,
EID_20318,F,52,3,Single,Washington,R&D,Directive,21,3,32,0,2,5,type2,1,3,0.7516,0.7075,3,3,8,2,0.2994,,,,,
EID_15285,F,27,3,Married,Springfield,Security,Analytical,4,1,46,1,3,2,type3,4,2,-1.8176,-1.615,2,4,8,4,0.715,,,,,
EID_5719,M,46,2,Married,Washington,IT,Directive,18,1,21,0,3,3,type2,2,3,-0.1048,-0.4537,1,2,6,3,0.0523,,,,,
EID_5571,M,50,3,Married,Washington,Operarions,Behavioral,12,4,64,1,2,8,type2,2,3,0.7516,-0.4537,2,2,8,3,0.0319,,,,,
EID_23863,M,19,4,Married,Lebanon,IT,Behavioral,0,0,68,0,4,4,type3,4,3,-0.9612,1.8688,2,1,8,1,0.1493,,,,,
EID_3992,M,49,2,Married,Lebanon,Production,Conceptual,25,4,34,1,3,6,type3,2,4,0.7516,0.7075,,4,8,3,0.0443,,,,,
EID_1212,F,65,3,Married,Lebanon,Logistics,Behavioral,29,3,36,1,4,6,type3,4,1,-0.1048,-0.4537,2,1,7,3,0.2997,,,,,
EID_17405,F,26,4,Married,Springfield,Security,Conceptual,3,1,29,2,2,6,type2,1,4,0.7516,0.7075,,3,7,3,0.2873,,,,,
EID_19820,F,35,3,Married,Springfield,Quality,Behavioral,7,1,44,1,2,8,type2,4,2,0.7516,-0.4537,2,4,6,5,0.4625,,,,,
EID_2708,M,56,3,Married,Franklin,R&D,Behavioral,22,3,74,2,1,6,type2,4,3,-0.1048,-0.4537,2,4,8,3,0.1126,,,,,
EID_23497,M,42,3,Single,Springfield,Operarions,Behavioral,5,1,40,0,5,5,type4,1,3,-0.1048,-0.4537,2,1,8,3,0.0017,,,,,
EID_20172,F,30,3,Single,Lebanon,Purchasing,Behavioral,7,2,70,2,2,6,type3,3,3,1.6081,0.7075,2,3,5,2,0.2217,,,,,
EID_7867,F,43,5,Married,Springfield,IT,Directive,9,1,51,0,2,8,type3,1,3,0.7516,0.7075,2,3,8,3,0.1594,,,,,
EID_1809,M,55,2,Married,Springfield,IT,Conceptual,31,1,38,1,2,8,type3,1,3,0.7516,0.7075,1,5,5,3,0.2315,,,,,
EID_7691,M,50,1,Married,Washington,Production,Directive,15,1,47,2,1,5,type3,3,4,-1.8176,-0.4537,2,3,8,5,0.2359,,,,,
EID_11973,M,39,3,Single,Franklin,Quality,Directive,11,4,23,1,2,5,type2,2,4,-1.8176,-0.4537,1,2,8,3,0.0123,,,,,
EID_24705,M,35,2,Single,Lebanon,Marketing,Behavioral,6,3,40,0,1,4,type3,3,2,0.7516,0.7075,,3,6,1,0.938,,,,,
EID_1135,M,58,3,Married,Springfield,Logistics,Analytical,35,4,56,0,1,7,type3,2,3,-0.1048,-0.4537,,2,8,3,0.1096,,,,,
EID_16364,F,22,2,Married,Washington,Purchasing,Behavioral,3,3,49,1,1,8,type2,2,1,-0.1048,-0.4537,3,3,8,3,0.0416,,,,,
EID_9251,M,58,4,Single,Springfield,Operarions,Analytical,29,4,66,2,1,8,type3,1,4,0.7516,-0.4537,2,5,8,4,0.098,,,,,
EID_4002,F,58,5,Single,Lebanon,IT,Analytical,19,4,50,1,2,2,type3,5,3,-0.1048,-1.615,2,1,8,4,0.2379,,,,,
EID_11426,F,37,1,Married,Springfield,R&D,Analytical,13,1,49,0,4,8,type2,1,3,-0.9612,-0.4537,2,3,5,3,0.1291,,,,,
EID_8196,M,40,3,Married,Springfield,Sales,Analytical,12,2,42,1,4,7,type2,2,3,-0.1048,-1.615,1,2,6,4,0.2649,,,,,
EID_20169,F,19,5,Married,Washington,Purchasing,Behavioral,0,0,37,1,4,8,type3,4,2,-1.8176,-1.615,2,2,7,3,0.2876,,,,,
EID_11076,M,43,3,Married,Lebanon,R&D,Behavioral,14,1,29,1,2,6,type3,3,3,-0.1048,-0.4537,2,3,6,3,0.3777,,,,,
EID_19218,M,20,3,Married,Springfield,IT,Analytical,1,1,58,1,2,2,type3,4,4,-1.8176,1.8688,2,2,5,3,0.0258,,,,,
EID_20245,M,27,4,Single,Washington,Logistics,Conceptual,5,4,55,0,2,5,type2,3,3,-0.1048,0.7075,2,4,6,3,0.0605,,,,,
EID_16105,M,36,3,Single,Springfield,Human Resource Management,Analytical,4,2,61,1,3,6,type2,1,3,-0.1048,0.7075,2,2,6,4,0.3587,,,,,
EID_7534,F,65,4,Married,Washington,IT,Directive,43,1,48,1,2,5,type2,4,3,-0.1048,-1.615,2,3,7,5,0.2384,,,,,
EID_3236,F,60,2,Single,Franklin,Sales,Directive,38,3,34,0,5,10,type2,1,3,-0.1048,-0.4537,2,4,6,3,0.0899,,,,,
EID_24556,F,52,3,Married,Lebanon,IT,Directive,21,3,36,1,2,8,type3,3,4,-0.9612,-0.4537,1,1,6,5,0.1462,,,,,
EID_21300,F,46,5,Married,Lebanon,Sales,Directive,12,3,36,1,4,4,type2,4,2,,-1.615,1,3,6,1,0.0248,,,,,
EID_11918,F,31,3,Married,Lebanon,Purchasing,Analytical,7,4,60,0,3,7,type2,3,3,-1.8176,-0.4537,2,2,7,3,0.1648,,,,,
EID_18147,F,24,3,Married,Springfield,IT,Behavioral,5,2,32,1,3,8,type3,3,3,,-0.4537,1,3,8,3,0.2925,,,,,
EID_18501,F,21,5,Married,Springfield,Purchasing,Behavioral,2,2,20,1,1,8,type2,1,3,0.7516,0.7075,2,4,7,3,0.0285,,,,,
EID_6422,M,48,4,Single,Franklin,R&D,Directive,24,3,28,1,3,6,type2,3,3,-0.1048,0.7075,2,2,6,3,0.1941,,,,,
EID_21905,F,26,1,Single,Franklin,IT,Analytical,2,2,37,1,4,6,type3,1,1,-1.8176,-0.4537,,3,7,4,0.1129,,,,,
EID_2117,F,63,3,Single,Franklin,R&D,Directive,38,1,44,1,1,5,type3,1,4,-0.1048,-0.4537,2,5,7,3,0.0298,,,,,
EID_2243,M,63,4,Married,Lebanon,Security,Directive,27,4,30,1,2,7,type2,1,1,-0.9612,-0.4537,2,3,6,2,0.0313,,,,,
EID_14802,F,32,3,Single,Lebanon,Logistics,Conceptual,8,2,74,2,3,5,type2,1,5,0.7516,-0.4537,2,4,8,3,0.2337,,,,,
EID_20209,M,26,3,Married,Springfield,Sales,Conceptual,2,2,71,1,1,9,type3,1,3,1.6081,-0.4537,1,1,7,2,0.2763,,,,,
EID_4991,F,56,4,Single,Springfield,Logistics,Behavioral,29,4,36,1,4,2,type3,1,3,0.7516,0.7075,,3,6,3,0.2152,,,,,
EID_3246,F,55,3,Single,Lebanon,IT,Conceptual,16,3,27,0,4,5,type3,1,4,0.7516,1.8688,,3,8,3,0.0393,,,,,
EID_7491,F,42,4,Married,Washington,Logistics,Behavioral,7,3,54,0,5,8,type2,3,5,,-0.4537,2,3,8,3,0.0566,,,,,
EID_8975,F,39,4,Married,Lebanon,Quality,Analytical,17,3,37,1,1,5,type3,2,2,0.7516,-0.4537,2,1,8,5,0.2551,,,,,
EID_16588,F,28,4,Married,Lebanon,Logistics,Analytical,5,4,20,1,1,4,type2,1,3,-0.1048,-0.4537,1,3,8,3,0.1079,,,,,
EID_24841,F,26,3,Married,Washington,Production,Directive,2,2,59,1,3,6,type3,1,3,1.6081,0.7075,2,3,7,2,0.1564,,,,,
EID_25666,F,42,4,Married,Franklin,Accounting and Finance,Directive,3,2,67,1,3,9,type2,3,4,0.7516,-0.4537,1,4,7,3,0.0548,,,,,
EID_21211,M,25,3,Married,Franklin,Purchasing,Analytical,6,3,35,1,5,6,type3,3,4,0.7516,-0.4537,1,4,7,3,0.2821,,,,,
EID_13313,M,31,5,Married,Springfield,R&D,Directive,5,4,28,1,4,8,type2,3,3,0.7516,0.7075,2,3,8,4,0.5288,,,,,
EID_9606,M,37,3,Married,Lebanon,Purchasing,Conceptual,14,2,44,1,1,8,type2,3,4,0.7516,-0.4537,1,2,5,3,0.2625,,,,,
EID_12401,F,30,2,Single,Springfield,IT,Behavioral,8,3,69,1,2,8,type2,1,4,-1.8176,-0.4537,2,3,7,2,0.0072,,,,,
EID_7941,M,59,4,Married,Clinton,Human Resource Management,Conceptual,22,1,24,1,1,8,type3,1,3,1.6081,0.7075,2,4,6,4,0.1635,,,,,
EID_22998,M,19,1,Married,Lebanon,Logistics,Conceptual,0,0,54,0,2,4,type2,2,2,-0.1048,-1.615,1,2,8,3,0.2147,,,,,
EID_14146,M,25,3,Married,Washington,Human Resource Management,Conceptual,6,1,70,0,4,5,type2,1,3,-1.8176,-0.4537,1,2,8,1,0.0044,,,,,
EID_24901,M,22,3,Married,Franklin,Accounting and Finance,Conceptual,3,3,52,1,3,4,type2,4,4,0.7516,0.7075,3,5,6,3,0.1733,,,,,
EID_17132,F,22,3,Single,Franklin,Operarions,Analytical,3,1,24,1,2,6,type3,1,2,1.6081,0.7075,,3,5,4,0.1584,,,,,
EID_17572,F,23,2,Married,Lebanon,Sales,Analytical,4,1,71,0,2,5,type2,4,4,0.7516,0.7075,3,1,5,4,0.1901,,,,,
EID_22462,M,47,4,Married,Springfield,Purchasing,Analytical,20,1,64,0,5,9,type4,2,3,-0.9612,0.7075,,2,7,3,0.1174,,,,,
EID_19199,F,21,4,Single,Lebanon,IT,Conceptual,2,2,25,1,3,6,type2,2,3,-0.9612,-1.615,2,3,6,3,0.1882,,,,,
EID_3015,F,56,3,Single,Springfield,Purchasing,Conceptual,29,1,22,2,3,4,type2,2,3,-1.8176,-0.4537,1,3,6,3,0.0115,,,,,
EID_24961,F,40,3,Single,Clinton,Logistics,Conceptual,15,0,64,1,3,4,type2,4,3,1.6081,0.7075,2,3,7,4,0.1317,,,,,
EID_21613,M,35,4,Married,Washington,Human Resource Management,Analytical,3,2,52,1,2,8,type3,1,1,-1.8176,1.8688,1,3,6,1,0.2725,,,,,
